DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV
2014-03-07	23967269	Kim JH	2013-08-13	PLoS One	www.ncbi.nlm.nih.gov/pubmed/23967269	A genome-wide association study of total serum and mite-specific IgEs in asthma patients.	IgE levels in asthmatics	877 Korean ancestry cases	NA	19q13.43	19	56620870	ZNF71	ZNF71			58491			rs10404342-?	rs10404342	0	10404342	intron_variant	0		8E-06	5.09691001300806				Illumina [442089]	N
2014-03-07	23967269	Kim JH	2013-08-13	PLoS One	www.ncbi.nlm.nih.gov/pubmed/23967269	A genome-wide association study of total serum and mite-specific IgEs in asthma patients.	IgE levels in asthmatics	877 Korean ancestry cases	NA	9p13.3	9	35700840	TLN1	TLN1			7094			rs4879926-?	rs4879926	0	4879926	intron_variant	0		8E-06	5.09691001300806				Illumina [442089]	N
2014-03-07	23967269	Kim JH	2013-08-13	PLoS One	www.ncbi.nlm.nih.gov/pubmed/23967269	A genome-wide association study of total serum and mite-specific IgEs in asthma patients.	IgE levels in asthmatics	877 Korean ancestry cases	NA	4q26	4	118942321	SYNPO2	SYNPO2			171024			rs1472066-?	rs1472066	0	1472066	intron_variant	0		8E-06	5.09691001300806				Illumina [442089]	N
2014-03-07	23967269	Kim JH	2013-08-13	PLoS One	www.ncbi.nlm.nih.gov/pubmed/23967269	A genome-wide association study of total serum and mite-specific IgEs in asthma patients.	IgE levels in asthmatics (D.p. specific)	329 Korean ancestry D.p.-positive cases, 548 Korean ancestry D.p.-negative cases	NA	8q11.23	8	53206654	OPRK1	LOC105375836			105375836			rs1425902-G	rs1425902	0	1425902	intron_variant	0	0.262	1E-06	6		2.14	[1.56-2.94]	Illumina [442089]	N
2014-03-07	23967269	Kim JH	2013-08-13	PLoS One	www.ncbi.nlm.nih.gov/pubmed/23967269	A genome-wide association study of total serum and mite-specific IgEs in asthma patients.	IgE levels in asthmatics (D.p. specific)	329 Korean ancestry D.p.-positive cases, 548 Korean ancestry D.p.-negative cases	NA	2q36.2	2	224693325	DOCK10	LOC105373910			105373910			rs1843834-A	rs1843834	0	1843834	intergenic_variant	0	0.183	4E-06	5.39794000867204		2.14	[1.54-2.96]	Illumina [442089]	N
2014-03-07	23967269	Kim JH	2013-08-13	PLoS One	www.ncbi.nlm.nih.gov/pubmed/23967269	A genome-wide association study of total serum and mite-specific IgEs in asthma patients.	IgE levels in asthmatics (D.f. specific)	404 Korean ancestry D.f.-positive cases, 473 Korean ancestry D.f.-negative cases	NA	14q32.2	14	98020208	LOC730217	LINC01550 - LOC107984706	388011	107984706		42084	13936	rs10142119-G	rs10142119	0	10142119	intergenic_variant	1	0.516	2E-07	6.69897000433602		1.96	[1.52-2.56]	Illumina [442089]	N
2014-03-07	23967269	Kim JH	2013-08-13	PLoS One	www.ncbi.nlm.nih.gov/pubmed/23967269	A genome-wide association study of total serum and mite-specific IgEs in asthma patients.	IgE levels in asthmatics (D.f. specific)	404 Korean ancestry D.f.-positive cases, 473 Korean ancestry D.f.-negative cases	NA	16q23.3	16	83325171	CDH13	CDH13			1012			rs6563898-G	rs6563898	0	6563898	intron_variant	0	0.523	8E-06	5.09691001300806		1.82	[1.39-2.38]	Illumina [442089]	N
2014-03-07	23967269	Kim JH	2013-08-13	PLoS One	www.ncbi.nlm.nih.gov/pubmed/23967269	A genome-wide association study of total serum and mite-specific IgEs in asthma patients.	IgE levels in asthmatics (D.p. specific)	329 Korean ancestry D.p.-positive cases, 548 Korean ancestry D.p.-negative cases	NA	11q24.1	11	123777625	OR6X1	RNU1-21P - LOC105369544	100873862	105369544		13536	19762	rs17744026-T	rs17744026	0	17744026	intergenic_variant	1	0.905	3E-06	5.52287874528034		4	[2.08-7.69]	Illumina [442089]	N
2014-08-02	24388013	Ferreira MA	2013-12-30	J Allergy Clin Immunol	www.ncbi.nlm.nih.gov/pubmed/24388013	Genome-wide association analysis identifies 11 risk variants associated with the asthma with hay fever phenotype.	Asthma and hay fever	6,685 European ancestry cases, 14,091 European ancestry controls	878 European ancestry cases, 2,455 European ancestry controls	6p21.32	6	32658824	HLA-DQB1	HLA-DQA1 - HLA-DQB1	3117	3119		3978	640	rs9273373-G	rs9273373	0	9273373	upstream_gene_variant	1	0.54	4E-14	13.397940008672		1.24	[1.17-1.30]	Illumina [up to 4972397] (imputed)	N
2014-08-02	24388013	Ferreira MA	2013-12-30	J Allergy Clin Immunol	www.ncbi.nlm.nih.gov/pubmed/24388013	Genome-wide association analysis identifies 11 risk variants associated with the asthma with hay fever phenotype.	Asthma and hay fever	6,685 European ancestry cases, 14,091 European ancestry controls	878 European ancestry cases, 2,455 European ancestry controls	4p14	4	38798089	TLR1	TLR1			7096			rs4833095-T	rs4833095	0	4833095	missense_variant	0	0.74	5E-12	11.301029995664		1.2	[1.14-1.26]	Illumina [up to 4972397] (imputed)	N
2014-08-02	24388013	Ferreira MA	2013-12-30	J Allergy Clin Immunol	www.ncbi.nlm.nih.gov/pubmed/24388013	Genome-wide association analysis identifies 11 risk variants associated with the asthma with hay fever phenotype.	Asthma and hay fever	6,685 European ancestry cases, 14,091 European ancestry controls	878 European ancestry cases, 2,455 European ancestry controls	5q22.1	5	111131801	WDR36	WDR36 - LOC100129099	134430	100129099		1299	23446	rs1438673-C	rs1438673	0	1438673	downstream_gene_variant	1	0.49	3E-11	10.5228787452803		1.16	[1.11-1.21]	Illumina [up to 4972397] (imputed)	N
2014-08-02	24388013	Ferreira MA	2013-12-30	J Allergy Clin Immunol	www.ncbi.nlm.nih.gov/pubmed/24388013	Genome-wide association analysis identifies 11 risk variants associated with the asthma with hay fever phenotype.	Asthma and hay fever	6,685 European ancestry cases, 14,091 European ancestry controls	878 European ancestry cases, 2,455 European ancestry controls	2q12.1	2	102350089	IL1RL1	IL1RL1			9173			rs10197862-A	rs10197862	0	10197862	intron_variant	0	0.85	4E-11	10.397940008672		1.24	[1.16-1.32]	Illumina [up to 4972397] (imputed)	N
2014-08-02	24388013	Ferreira MA	2013-12-30	J Allergy Clin Immunol	www.ncbi.nlm.nih.gov/pubmed/24388013	Genome-wide association analysis identifies 11 risk variants associated with the asthma with hay fever phenotype.	Asthma and hay fever	6,685 European ancestry cases, 14,091 European ancestry controls	878 European ancestry cases, 2,455 European ancestry controls	17q21.1	17	39966427	GSDMA	GSDMA			284110			rs7212938-G	rs7212938	0	7212938	missense_variant	0	0.46	4E-10	9.39794000867204		1.16	[1.11-1.20]	Illumina [up to 4972397] (imputed)	N
2014-08-02	24388013	Ferreira MA	2013-12-30	J Allergy Clin Immunol	www.ncbi.nlm.nih.gov/pubmed/24388013	Genome-wide association analysis identifies 11 risk variants associated with the asthma with hay fever phenotype.	Asthma and hay fever	6,685 European ancestry cases, 14,091 European ancestry controls	878 European ancestry cases, 2,455 European ancestry controls	5q22.1	5	111066174	TSLP	LOC105379121 - TSLP	105379121	85480		51554	3906	rs1837253-C	rs1837253	0	1837253	upstream_gene_variant	1	0.71	1E-09	9		1.17	[1.12-1.24]	Illumina [up to 4972397] (imputed)	N
2014-08-02	24388013	Ferreira MA	2013-12-30	J Allergy Clin Immunol	www.ncbi.nlm.nih.gov/pubmed/24388013	Genome-wide association analysis identifies 11 risk variants associated with the asthma with hay fever phenotype.	Asthma and hay fever	6,685 European ancestry cases, 14,091 European ancestry controls	878 European ancestry cases, 2,455 European ancestry controls	9p24.1	9	6175855	IL33	RANBP6 - GTF3AP1	26953	100135064		160195	20185	rs72699186-T	rs72699186	0	72699186	intergenic_variant	1	0.15	2E-09	8.69897000433602		1.26	[1.16-1.35]	Illumina [up to 4972397] (imputed)	N
2014-08-02	24388013	Ferreira MA	2013-12-30	J Allergy Clin Immunol	www.ncbi.nlm.nih.gov/pubmed/24388013	Genome-wide association analysis identifies 11 risk variants associated with the asthma with hay fever phenotype.	Asthma and hay fever	6,685 European ancestry cases, 14,091 European ancestry controls	878 European ancestry cases, 2,455 European ancestry controls	15q22.33	15	67175947	SMAD3	SMAD3			4088			rs17294280-G	rs17294280	0	17294280	intron_variant	0	0.23	4E-09	8.39794000867204		1.18	[1.11-1.25]	Illumina [up to 4972397] (imputed)	N
2014-08-02	24388013	Ferreira MA	2013-12-30	J Allergy Clin Immunol	www.ncbi.nlm.nih.gov/pubmed/24388013	Genome-wide association analysis identifies 11 risk variants associated with the asthma with hay fever phenotype.	Asthma and hay fever	6,685 European ancestry cases, 14,091 European ancestry controls	878 European ancestry cases, 2,455 European ancestry controls	8q21.13	8	80379644	ZBTB10	LOC100216346 - RNU6-1213P	100216346	106481563		27848	25872	rs7009110-T	rs7009110	0	7009110	intergenic_variant	1	0.36	4E-09	8.39794000867204		1.14	[1.09-1.19]	Illumina [up to 4972397] (imputed)	N
2014-08-02	24388013	Ferreira MA	2013-12-30	J Allergy Clin Immunol	www.ncbi.nlm.nih.gov/pubmed/24388013	Genome-wide association analysis identifies 11 risk variants associated with the asthma with hay fever phenotype.	Asthma and hay fever	6,685 European ancestry cases, 14,091 European ancestry controls	878 European ancestry cases, 2,455 European ancestry controls	16p13.13	16	11134855	CLEC16A	LOC105371081, CLEC16A			105371081, 23274			rs62026376-C	rs62026376	0	62026376	intron_variant	0	0.72	1E-08	8		1.17	[1.11-1.24]	Illumina [up to 4972397] (imputed)	N
2014-08-02	24388013	Ferreira MA	2013-12-30	J Allergy Clin Immunol	www.ncbi.nlm.nih.gov/pubmed/24388013	Genome-wide association analysis identifies 11 risk variants associated with the asthma with hay fever phenotype.	Asthma and hay fever	6,685 European ancestry cases, 14,091 European ancestry controls	878 European ancestry cases, 2,455 European ancestry controls	5q22.1	5	110818610	SLC25A46	SLC25A46 - BCLAF1P1	91137	728366		53449	127663	rs3853750-C	rs3853750	0	3853750	intergenic_variant	1		2E-07	6.69897000433602		1.1533	[1.1-1.21]	Illumina [up to 4972397] (imputed)	N
2014-08-02	24388013	Ferreira MA	2013-12-30	J Allergy Clin Immunol	www.ncbi.nlm.nih.gov/pubmed/24388013	Genome-wide association analysis identifies 11 risk variants associated with the asthma with hay fever phenotype.	Asthma and hay fever	6,685 European ancestry cases, 14,091 European ancestry controls	878 European ancestry cases, 2,455 European ancestry controls	12p11.22	12	28042192	PTHLH	PTHLH - LOC105369710	5744	105369710		68005	19449	rs11049300-G	rs11049300	0	11049300	intergenic_variant	1		3E-07	6.52287874528034		1.4144	[1.28-1.55]	Illumina [up to 4972397] (imputed)	N
2014-08-02	24388013	Ferreira MA	2013-12-30	J Allergy Clin Immunol	www.ncbi.nlm.nih.gov/pubmed/24388013	Genome-wide association analysis identifies 11 risk variants associated with the asthma with hay fever phenotype.	Asthma and hay fever	6,685 European ancestry cases, 14,091 European ancestry controls	878 European ancestry cases, 2,455 European ancestry controls	17q21.1	17	39816455	IKZF3	IKZF3			22806			rs12450323-T	rs12450323	0	12450323	intron_variant	0		4E-07	6.39794000867204		1.16	[1.1-1.22]	Illumina [up to 4972397] (imputed)	N
2014-08-02	24388013	Ferreira MA	2013-12-30	J Allergy Clin Immunol	www.ncbi.nlm.nih.gov/pubmed/24388013	Genome-wide association analysis identifies 11 risk variants associated with the asthma with hay fever phenotype.	Asthma and hay fever	6,685 European ancestry cases, 14,091 European ancestry controls	878 European ancestry cases, 2,455 European ancestry controls	8p23.1	8	10955964	XKR6	XKR6			286046			rs6982751-G	rs6982751	0	6982751	intron_variant	0		4E-07	6.39794000867204		1.1878	[1.12-1.25]	Illumina [up to 4972397] (imputed)	N
2014-08-02	24388013	Ferreira MA	2013-12-30	J Allergy Clin Immunol	www.ncbi.nlm.nih.gov/pubmed/24388013	Genome-wide association analysis identifies 11 risk variants associated with the asthma with hay fever phenotype.	Asthma and hay fever	6,685 European ancestry cases, 14,091 European ancestry controls	878 European ancestry cases, 2,455 European ancestry controls	10p15.1	10	6082658	RBM17, IL2RA	RPL32P23 - RBM17	644020	84991		10737	6328	rs41295115-C	rs41295115	0	41295115	intergenic_variant	1		5E-07	6.30102999566398		1.2769	[1.18-1.37]	Illumina [up to 4972397] (imputed)	N
2014-08-02	24388013	Ferreira MA	2013-12-30	J Allergy Clin Immunol	www.ncbi.nlm.nih.gov/pubmed/24388013	Genome-wide association analysis identifies 11 risk variants associated with the asthma with hay fever phenotype.	Asthma and hay fever	6,685 European ancestry cases, 14,091 European ancestry controls	878 European ancestry cases, 2,455 European ancestry controls	5q14.3	5	84611411	EDIL3	LOC105379059 - LOC100289244	105379059	100289244		36633	388207	rs72766477-A	rs72766477	0	72766477	intergenic_variant	1		5E-07	6.30102999566398		1.3402	[1.23-1.45]	Illumina [up to 4972397] (imputed)	N
2014-08-02	24388013	Ferreira MA	2013-12-30	J Allergy Clin Immunol	www.ncbi.nlm.nih.gov/pubmed/24388013	Genome-wide association analysis identifies 11 risk variants associated with the asthma with hay fever phenotype.	Asthma and hay fever	6,685 European ancestry cases, 14,091 European ancestry controls	878 European ancestry cases, 2,455 European ancestry controls	2q35	2	217812863	TNS1	TNS1			7145			rs76043829-A	rs76043829	0	76043829	intron_variant	0		6E-07	6.22184874961636		1.2133	[1.14-1.29]	Illumina [up to 4972397] (imputed)	N
2014-08-02	24388013	Ferreira MA	2013-12-30	J Allergy Clin Immunol	www.ncbi.nlm.nih.gov/pubmed/24388013	Genome-wide association analysis identifies 11 risk variants associated with the asthma with hay fever phenotype.	Asthma and hay fever	6,685 European ancestry cases, 14,091 European ancestry controls	878 European ancestry cases, 2,455 European ancestry controls	1p13.3	1	107779913	VAV3	VAV3			10451			rs7521681-A	rs7521681	0	7521681	intron_variant	0		7E-07	6.15490195998574		1.1491	[1.09-1.2]	Illumina [up to 4972397] (imputed)	N
2014-08-02	24388013	Ferreira MA	2013-12-30	J Allergy Clin Immunol	www.ncbi.nlm.nih.gov/pubmed/24388013	Genome-wide association analysis identifies 11 risk variants associated with the asthma with hay fever phenotype.	Asthma and hay fever	6,685 European ancestry cases, 14,091 European ancestry controls	878 European ancestry cases, 2,455 European ancestry controls	21q22.13	21	36635645	SIM2	LOC105369308			105369308			rs6517368-C	rs6517368	0	6517368	intron_variant	0		2E-06	5.69897000433602		1.1201	[1.07-1.17]	Illumina [up to 4972397] (imputed)	N
2014-08-02	24388013	Ferreira MA	2013-12-30	J Allergy Clin Immunol	www.ncbi.nlm.nih.gov/pubmed/24388013	Genome-wide association analysis identifies 11 risk variants associated with the asthma with hay fever phenotype.	Asthma and hay fever	6,685 European ancestry cases, 14,091 European ancestry controls	878 European ancestry cases, 2,455 European ancestry controls	12q14.1	12	61856639	FAM19A2	FAM19A2			338811			rs17605016-G	rs17605016	0	17605016	intron_variant	0		2E-06	5.69897000433602		1.1878	[1.12-1.26]	Illumina [up to 4972397] (imputed)	N
2014-08-02	24388013	Ferreira MA	2013-12-30	J Allergy Clin Immunol	www.ncbi.nlm.nih.gov/pubmed/24388013	Genome-wide association analysis identifies 11 risk variants associated with the asthma with hay fever phenotype.	Asthma and hay fever	6,685 European ancestry cases, 14,091 European ancestry controls	878 European ancestry cases, 2,455 European ancestry controls	9p24.1	9	6068077	RANBP6	RANBP6 - GTF3AP1	26953	100135064		52417	127963	rs343496-T	rs343496	0	343496	downstream_gene_variant	1		2E-06	5.69897000433602		1.1351	[1.08-1.19]	Illumina [up to 4972397] (imputed)	N
2014-11-26	24824216	Myers RA	2014-05-13	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/24824216	Genome-wide interaction studies reveal sex-specific asthma risk alleles.	Asthma (gender interaction)	1,052 European ancestry male cases, 1,019 European ancestry female cases, 709 European ancestry male controls, 826 European ancestry female controls, 675 African American/African Caribbean male cases, 837 African American/African Caribbean female cases, 577 African American/African Caribbean male controls, 926 African American/African Caribbean female controls, 926 Latino male cases, 710 Latino female cases, 410 Latino male controls, 382 Latino female controls	NA	5q31.1	5	132493605	IRF1, SLC22A4	IRF1 - IL5	3659	3567		2816	45589	rs2549003-G	rs2549003	0	2549003	intron_variant	1	0.39	9E-07	6.04575749056068	(European, male)	1.33	[1.18-1.49]	Affymetrix, Illumina [~ 2100000] (imputed)	N
2014-11-26	24824216	Myers RA	2014-05-13	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/24824216	Genome-wide interaction studies reveal sex-specific asthma risk alleles.	Asthma (gender interaction)	1,052 European ancestry male cases, 1,019 European ancestry female cases, 709 European ancestry male controls, 826 European ancestry female controls, 675 African American/African Caribbean male cases, 837 African American/African Caribbean female cases, 577 African American/African Caribbean male controls, 926 African American/African Caribbean female controls, 926 Latino male cases, 710 Latino female cases, 410 Latino male controls, 382 Latino female controls	NA	10q26.11	10	117887745	RAB11FIP2	LOC102724627 - LOC105378504	102724627	105378504		133071	47080	rs17642749-G	rs17642749	0	17642749	intergenic_variant	1	0.086	4E-07	6.39794000867204	(African American/African Caribbean, male)	2.97	[1.90-4.63]	Affymetrix, Illumina [~ 2100000] (imputed)	N
2014-11-26	24824216	Myers RA	2014-05-13	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/24824216	Genome-wide interaction studies reveal sex-specific asthma risk alleles.	Asthma (gender interaction)	1,052 European ancestry male cases, 1,019 European ancestry female cases, 709 European ancestry male controls, 826 European ancestry female controls, 675 African American/African Caribbean male cases, 837 African American/African Caribbean female cases, 577 African American/African Caribbean male controls, 926 African American/African Caribbean female controls, 926 Latino male cases, 710 Latino female cases, 410 Latino male controls, 382 Latino female controls	NA	2q23.3	2	149798707	AK057517	LOC101929231			101929231			rs1012307-C	rs1012307	0	1012307	intron_variant	0	0.2	8E-07	6.09691001300806	(African American/African Caribbean, female)	1.44	[1.25-1.67]	Affymetrix, Illumina [~ 2100000] (imputed)	N
2014-11-26	24824216	Myers RA	2014-05-13	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/24824216	Genome-wide interaction studies reveal sex-specific asthma risk alleles.	Asthma (gender interaction)	1,052 European ancestry male cases, 1,019 European ancestry female cases, 709 European ancestry male controls, 826 European ancestry female controls, 675 African American/African Caribbean male cases, 837 African American/African Caribbean female cases, 577 African American/African Caribbean male controls, 926 African American/African Caribbean female controls, 926 Latino male cases, 710 Latino female cases, 410 Latino male controls, 382 Latino female controls	NA	2q34	2	212325005	ERBB4	ERBB4			2066			rs4673659-C	rs4673659	0	4673659	intron_variant	0	0.72	9E-07	6.04575749056068	(Latino, female)	1.42	[1.23-1.64]	Affymetrix, Illumina [~ 2100000] (imputed)	N
2014-11-26	24824216	Myers RA	2014-05-13	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/24824216	Genome-wide interaction studies reveal sex-specific asthma risk alleles.	Asthma (gender interaction)	1,052 European ancestry male cases, 1,019 European ancestry female cases, 709 European ancestry male controls, 826 European ancestry female controls, 675 African American/African Caribbean male cases, 837 African American/African Caribbean female cases, 577 African American/African Caribbean male controls, 926 African American/African Caribbean female controls, 926 Latino male cases, 710 Latino female cases, 410 Latino male controls, 382 Latino female controls	NA	6q27	6	165152406	C6orf118	LOC105378111 - C6orf118	105378111	168090		330343	127258	rs2675724-A	rs2675724	0	2675724	intergenic_variant	1	0.62	2E-07	6.69897000433602	(Latino, female)	1.44	[1.26-1.66]	Affymetrix, Illumina [~ 2100000] (imputed)	N
2014-11-26	24824216	Myers RA	2014-05-13	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/24824216	Genome-wide interaction studies reveal sex-specific asthma risk alleles.	Asthma (gender interaction)	1,052 European ancestry male cases, 1,019 European ancestry female cases, 709 European ancestry male controls, 826 European ancestry female controls, 675 African American/African Caribbean male cases, 837 African American/African Caribbean female cases, 577 African American/African Caribbean male controls, 926 African American/African Caribbean female controls, 926 Latino male cases, 710 Latino female cases, 410 Latino male controls, 382 Latino female controls	NA	17p13.3	17	3035239	RAP1GAP2	RAP1GAP2			23108			rs9895098-C	rs9895098	0	9895098	3_prime_UTR_variant	0	0.1	3E-07	6.52287874528034	(Latino, female)	2.31	[1.90-2.80]	Affymetrix, Illumina [~ 2100000] (imputed)	N
2015-04-28	24241537	Bonnelykke K	2013-11-17	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24241537	A genome-wide association study identifies CDHR3 as a susceptibility locus for early childhood asthma with severe exacerbations.	Asthma (childhood onset)	1,173 European ancestry cases, 2,511 European ancestry controls	395 European ancestry cases, 2,663 European ancestry controls, 63 Turkish, Surinamese, Dutch Antillean, Moroccan, Cape Verdian and other ancestry cases, 917 Turkish, Surinamese, Dutch Antillean, Moroccan, Cape Verdian and other ancestry controls, 6,783 cases, 7,720 controls	7q22.3	7	106018005	CDHR3	CDHR3			222256			rs6967330-A	rs6967330	0	6967330	missense_variant	0	0.19	3E-14	13.5228787452803		1.26	[1.18-1.33]	Affymetrix, Illumina [124514]	N
2015-04-28	24241537	Bonnelykke K	2013-11-17	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24241537	A genome-wide association study identifies CDHR3 as a susceptibility locus for early childhood asthma with severe exacerbations.	Asthma (childhood onset)	1,173 European ancestry cases, 2,511 European ancestry controls	395 European ancestry cases, 2,663 European ancestry controls, 63 Turkish, Surinamese, Dutch Antillean, Moroccan, Cape Verdian and other ancestry cases, 917 Turkish, Surinamese, Dutch Antillean, Moroccan, Cape Verdian and other ancestry controls, 6,783 cases, 7,720 controls	17q21.1	17	39905943	GSDMB	GSDMB			55876			rs2305480-G	rs2305480	0	2305480	missense_variant	0	0.6	6E-23	22.2218487496164		1.32	[1.23-1.39]	Affymetrix, Illumina [124514]	N
2015-04-28	24241537	Bonnelykke K	2013-11-17	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24241537	A genome-wide association study identifies CDHR3 as a susceptibility locus for early childhood asthma with severe exacerbations.	Asthma (childhood onset)	1,173 European ancestry cases, 2,511 European ancestry controls	395 European ancestry cases, 2,663 European ancestry controls, 63 Turkish, Surinamese, Dutch Antillean, Moroccan, Cape Verdian and other ancestry cases, 917 Turkish, Surinamese, Dutch Antillean, Moroccan, Cape Verdian and other ancestry controls, 6,783 cases, 7,720 controls	9p24.1	9	6213387	IL33	GTF3AP1 - IL33	100135064	90865		16611	1204	rs928413-G	rs928413	0	928413	upstream_gene_variant	1	0.28	9E-13	12.0457574905607		1.24	[1.17-1.32]	Affymetrix, Illumina [124514]	N
2015-04-28	24241537	Bonnelykke K	2013-11-17	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24241537	A genome-wide association study identifies CDHR3 as a susceptibility locus for early childhood asthma with severe exacerbations.	Asthma (childhood onset)	1,173 European ancestry cases, 2,511 European ancestry controls	395 European ancestry cases, 2,663 European ancestry controls, 63 Turkish, Surinamese, Dutch Antillean, Moroccan, Cape Verdian and other ancestry cases, 917 Turkish, Surinamese, Dutch Antillean, Moroccan, Cape Verdian and other ancestry controls, 6,783 cases, 7,720 controls	5q31.1	5	132634182	RAD50	LOC101927761, RAD50			101927761, 10111			rs6871536-C	rs6871536	0	6871536	intron_variant	0	0.22	8E-07	6.09691001300806		1.17	[1.10-1.25]	Affymetrix, Illumina [124514]	N
2015-04-28	24241537	Bonnelykke K	2013-11-17	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24241537	A genome-wide association study identifies CDHR3 as a susceptibility locus for early childhood asthma with severe exacerbations.	Asthma (childhood onset)	1,173 European ancestry cases, 2,511 European ancestry controls	395 European ancestry cases, 2,663 European ancestry controls, 63 Turkish, Surinamese, Dutch Antillean, Moroccan, Cape Verdian and other ancestry cases, 917 Turkish, Surinamese, Dutch Antillean, Moroccan, Cape Verdian and other ancestry controls, 6,783 cases, 7,720 controls	17q21.1	17	39965740	GSDMA	GSDMA			284110			rs3894194-A	rs3894194	0	3894194	missense_variant	0	NR	3E-21	20.5228787452803		1.59	[1.44-1.76]	Affymetrix, Illumina [124514]	N
2015-04-28	24241537	Bonnelykke K	2013-11-17	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24241537	A genome-wide association study identifies CDHR3 as a susceptibility locus for early childhood asthma with severe exacerbations.	Asthma (childhood onset)	1,173 European ancestry cases, 2,511 European ancestry controls	395 European ancestry cases, 2,663 European ancestry controls, 63 Turkish, Surinamese, Dutch Antillean, Moroccan, Cape Verdian and other ancestry cases, 917 Turkish, Surinamese, Dutch Antillean, Moroccan, Cape Verdian and other ancestry controls, 6,783 cases, 7,720 controls	5q31.1	5	132660151	IL13	IL13			3596			rs1295686-T	rs1295686	0	1295686	intron_variant	0	NR	2E-06	5.69897000433602		1.31	[1.17-1.48]	Affymetrix, Illumina [124514]	N
2016-02-07	25918132	Yucesoy B	2015-04-26	Toxicol Sci	www.ncbi.nlm.nih.gov/pubmed/25918132	Genome-wide association study identifies novel loci associated with diisocyanate-induced occupational asthma.	Diisocyanate-induced asthma	74 European ancestry cases, 824 European ancestry controls	NA	1p36.32	1	4133491	hCG_2036596, LOC644357	LOC105376673 - EEF1DP6	105376673	644357		121907	41972	rs12568266-A	rs12568266	0	12568266	intergenic_variant	1	0.029	6E-10	9.22184874961636		5.02	[2.86-8.8]	Illumina [1556551]	N
2016-02-07	25918132	Yucesoy B	2015-04-26	Toxicol Sci	www.ncbi.nlm.nih.gov/pubmed/25918132	Genome-wide association study identifies novel loci associated with diisocyanate-induced occupational asthma.	Diisocyanate-induced asthma	74 European ancestry cases, 824 European ancestry controls	NA	2q22.3	2	143840863	ARHGAP15, LOC100130702	LOC105373654 - LOC101928386	105373654	101928386		63889	96204	rs1257344-?	rs1257344	0	1257344	intergenic_variant	1	0.511	3E-06	5.52287874528034		2.3255813	[1.61-3.33]	Illumina [1556551]	N
2016-02-07	25918132	Yucesoy B	2015-04-26	Toxicol Sci	www.ncbi.nlm.nih.gov/pubmed/25918132	Genome-wide association study identifies novel loci associated with diisocyanate-induced occupational asthma.	Diisocyanate-induced asthma	74 European ancestry cases, 824 European ancestry controls	NA	2p21	2	45772849	PRKCE, SRBD1, EPAS1	PRKCE			5581			rs12622534-A	rs12622534	0	12622534	intron_variant	0	0.407	2E-06	5.69897000433602		2.26	[1.6-3.19]	Illumina [1556551]	N
2016-02-07	25918132	Yucesoy B	2015-04-26	Toxicol Sci	www.ncbi.nlm.nih.gov/pubmed/25918132	Genome-wide association study identifies novel loci associated with diisocyanate-induced occupational asthma.	Diisocyanate-induced asthma	74 European ancestry cases, 824 European ancestry controls	NA	2q36.1	2	221342893	LOC100129746, EPHA4	LOC107985988 - EPHA4	107985988	2043		299660	75134	rs12622686-?	rs12622686	0	12622686	intergenic_variant	1	0.5867	5E-06	5.30102999566398		2.4390244	[1.64-3.57]	Illumina [1556551]	N
2016-02-07	25918132	Yucesoy B	2015-04-26	Toxicol Sci	www.ncbi.nlm.nih.gov/pubmed/25918132	Genome-wide association study identifies novel loci associated with diisocyanate-induced occupational asthma.	Diisocyanate-induced asthma	74 European ancestry cases, 824 European ancestry controls	NA	10p15.1	10	6028576	IL2RA, IL15RA, RBM17	IL2RA			3559			rs12722556-A	rs12722556	0	12722556	intron_variant	0	0.019	2E-06	5.69897000433602		4.6	[2.31-9.16]	Illumina [1556551]	N
