chrom	pos	rsid	rsid_reported	gene	tissue	source	cis_trans	CHR_ID	CHR_POS	MAPPED_GENE	CONTEXT	P-VALUE	DISEASE/TRAIT	PUBMEDID
6	31088145.0	rs3095318	rs3095318	LOC100507718	whole blood	Joehanes et al.	trans	6.0	31120368.0	PSORS1C1, CDSN	missense_variant	2e-11	Adult asthma	27611488
6	31088145.0	rs3095318	rs3095318	LOC100507718	whole blood	Joehanes et al.	trans	6.0	31120368.0	PSORS1C1, CDSN	missense_variant	7e-08	Adult asthma	27611488
6	31088145.0	rs3095318	rs3095318	HLA-DQA1	whole blood	Joehanes et al.	trans	6.0	31120368.0	PSORS1C1, CDSN	missense_variant	2e-11	Adult asthma	27611488
6	31088145.0	rs3095318	rs3095318	HLA-DQA1	whole blood	Joehanes et al.	trans	6.0	31120368.0	PSORS1C1, CDSN	missense_variant	7e-08	Adult asthma	27611488
6	31088145.0	rs3095318	rs3095318	HLA-DQA2	whole blood	Joehanes et al.	trans	6.0	31120368.0	PSORS1C1, CDSN	missense_variant	2e-11	Adult asthma	27611488
6	31088145.0	rs3095318	rs3095318	HLA-DQA2	whole blood	Joehanes et al.	trans	6.0	31120368.0	PSORS1C1, CDSN	missense_variant	7e-08	Adult asthma	27611488
6	31088145.0	rs3095318	rs3095318	LOC100509457	whole blood	Joehanes et al.	trans	6.0	31120368.0	PSORS1C1, CDSN	missense_variant	2e-11	Adult asthma	27611488
6	31088145.0	rs3095318	rs3095318	LOC100509457	whole blood	Joehanes et al.	trans	6.0	31120368.0	PSORS1C1, CDSN	missense_variant	7e-08	Adult asthma	27611488
6	31088145.0	rs3095318	rs3095318	LOC554223	whole blood	Joehanes et al.	trans	6.0	31120368.0	PSORS1C1, CDSN	missense_variant	2e-11	Adult asthma	27611488
6	31088145.0	rs3095318	rs3095318	LOC554223	whole blood	Joehanes et al.	trans	6.0	31120368.0	PSORS1C1, CDSN	missense_variant	7e-08	Adult asthma	27611488
6	31088145.0	rs3095318	rs3095318	HLA-P	whole blood	Joehanes et al.	trans	6.0	31120368.0	PSORS1C1, CDSN	missense_variant	2e-11	Adult asthma	27611488
6	31088145.0	rs3095318	rs3095318	HLA-P	whole blood	Joehanes et al.	trans	6.0	31120368.0	PSORS1C1, CDSN	missense_variant	7e-08	Adult asthma	27611488
6	31088145.0	rs3095318	rs3095318	HLA-DRB5	whole blood	Joehanes et al.	trans	6.0	31120368.0	PSORS1C1, CDSN	missense_variant	2e-11	Adult asthma	27611488
6	31088145.0	rs3095318	rs3095318	HLA-DRB5	whole blood	Joehanes et al.	trans	6.0	31120368.0	PSORS1C1, CDSN	missense_variant	7e-08	Adult asthma	27611488
6	31088145.0	rs3095318	rs3095318	BTN2A1	whole blood	Joehanes et al.	trans	6.0	31120368.0	PSORS1C1, CDSN	missense_variant	2e-11	Adult asthma	27611488
6	31088145.0	rs3095318	rs3095318	BTN2A1	whole blood	Joehanes et al.	trans	6.0	31120368.0	PSORS1C1, CDSN	missense_variant	7e-08	Adult asthma	27611488
6	31088145.0	rs3095318	rs3095318	BTN2A2	whole blood	Joehanes et al.	trans	6.0	31120368.0	PSORS1C1, CDSN	missense_variant	2e-11	Adult asthma	27611488
6	31088145.0	rs3095318	rs3095318	BTN2A2	whole blood	Joehanes et al.	trans	6.0	31120368.0	PSORS1C1, CDSN	missense_variant	7e-08	Adult asthma	27611488
6	31088145.0	rs3095318	rs3095318	HCG4	whole blood	Joehanes et al.	trans	6.0	31120368.0	PSORS1C1, CDSN	missense_variant	2e-11	Adult asthma	27611488
6	31088145.0	rs3095318	rs3095318	HCG4	whole blood	Joehanes et al.	trans	6.0	31120368.0	PSORS1C1, CDSN	missense_variant	7e-08	Adult asthma	27611488
6	31088145.0	rs3095318	rs3095318	HLA-F-AS1	whole blood	Joehanes et al.	trans	6.0	31120368.0	PSORS1C1, CDSN	missense_variant	2e-11	Adult asthma	27611488
6	31088145.0	rs3095318	rs3095318	HLA-F-AS1	whole blood	Joehanes et al.	trans	6.0	31120368.0	PSORS1C1, CDSN	missense_variant	7e-08	Adult asthma	27611488
6	31088145.0	rs3095318	rs3095318	HIST1H4A	whole blood	Joehanes et al.	trans	6.0	31120368.0	PSORS1C1, CDSN	missense_variant	2e-11	Adult asthma	27611488
6	31088145.0	rs3095318	rs3095318	HIST1H4A	whole blood	Joehanes et al.	trans	6.0	31120368.0	PSORS1C1, CDSN	missense_variant	7e-08	Adult asthma	27611488
6	31088145.0	rs3095318	rs3095318	HIST1H4B	whole blood	Joehanes et al.	trans	6.0	31120368.0	PSORS1C1, CDSN	missense_variant	2e-11	Adult asthma	27611488
6	31088145.0	rs3095318	rs3095318	HIST1H4B	whole blood	Joehanes et al.	trans	6.0	31120368.0	PSORS1C1, CDSN	missense_variant	7e-08	Adult asthma	27611488
6	31088145.0	rs3095318	rs3095318	HIST1H4C	whole blood	Joehanes et al.	trans	6.0	31120368.0	PSORS1C1, CDSN	missense_variant	2e-11	Adult asthma	27611488
6	31088145.0	rs3095318	rs3095318	HIST1H4C	whole blood	Joehanes et al.	trans	6.0	31120368.0	PSORS1C1, CDSN	missense_variant	7e-08	Adult asthma	27611488
6	31088145.0	rs3095318	rs3095318	HIST1H4E	whole blood	Joehanes et al.	trans	6.0	31120368.0	PSORS1C1, CDSN	missense_variant	2e-11	Adult asthma	27611488
6	31088145.0	rs3095318	rs3095318	HIST1H4E	whole blood	Joehanes et al.	trans	6.0	31120368.0	PSORS1C1, CDSN	missense_variant	7e-08	Adult asthma	27611488
6	31088145.0	rs3095318	rs3095318	HIST1H4D	whole blood	Joehanes et al.	trans	6.0	31120368.0	PSORS1C1, CDSN	missense_variant	2e-11	Adult asthma	27611488
6	31088145.0	rs3095318	rs3095318	HIST1H4D	whole blood	Joehanes et al.	trans	6.0	31120368.0	PSORS1C1, CDSN	missense_variant	7e-08	Adult asthma	27611488
6	31088145.0	rs3095318	rs3095318	HIST4H4	whole blood	Joehanes et al.	trans	6.0	31120368.0	PSORS1C1, CDSN	missense_variant	2e-11	Adult asthma	27611488
6	31088145.0	rs3095318	rs3095318	HIST4H4	whole blood	Joehanes et al.	trans	6.0	31120368.0	PSORS1C1, CDSN	missense_variant	7e-08	Adult asthma	27611488
6	31088145.0	rs3095318	rs3095318	HIST2H4B	whole blood	Joehanes et al.	trans	6.0	31120368.0	PSORS1C1, CDSN	missense_variant	2e-11	Adult asthma	27611488
6	31088145.0	rs3095318	rs3095318	HIST2H4B	whole blood	Joehanes et al.	trans	6.0	31120368.0	PSORS1C1, CDSN	missense_variant	7e-08	Adult asthma	27611488
6	31088145.0	rs3095318	rs3095318	HIST2H4A	whole blood	Joehanes et al.	trans	6.0	31120368.0	PSORS1C1, CDSN	missense_variant	2e-11	Adult asthma	27611488
6	31088145.0	rs3095318	rs3095318	HIST2H4A	whole blood	Joehanes et al.	trans	6.0	31120368.0	PSORS1C1, CDSN	missense_variant	7e-08	Adult asthma	27611488
6	31088145.0	rs3095318	rs3095318	HIST1H4K	whole blood	Joehanes et al.	trans	6.0	31120368.0	PSORS1C1, CDSN	missense_variant	2e-11	Adult asthma	27611488
6	31088145.0	rs3095318	rs3095318	HIST1H4K	whole blood	Joehanes et al.	trans	6.0	31120368.0	PSORS1C1, CDSN	missense_variant	7e-08	Adult asthma	27611488
6	31088145.0	rs3095318	rs3095318	HIST1H4J	whole blood	Joehanes et al.	trans	6.0	31120368.0	PSORS1C1, CDSN	missense_variant	2e-11	Adult asthma	27611488
6	31088145.0	rs3095318	rs3095318	HIST1H4J	whole blood	Joehanes et al.	trans	6.0	31120368.0	PSORS1C1, CDSN	missense_variant	7e-08	Adult asthma	27611488
6	31088145.0	rs3095318	rs3095318	HIST1H4I	whole blood	Joehanes et al.	trans	6.0	31120368.0	PSORS1C1, CDSN	missense_variant	2e-11	Adult asthma	27611488
6	31088145.0	rs3095318	rs3095318	HIST1H4I	whole blood	Joehanes et al.	trans	6.0	31120368.0	PSORS1C1, CDSN	missense_variant	7e-08	Adult asthma	27611488
6	31088145.0	rs3095318	rs3095318	HIST1H4H	whole blood	Joehanes et al.	trans	6.0	31120368.0	PSORS1C1, CDSN	missense_variant	2e-11	Adult asthma	27611488
6	31088145.0	rs3095318	rs3095318	HIST1H4H	whole blood	Joehanes et al.	trans	6.0	31120368.0	PSORS1C1, CDSN	missense_variant	7e-08	Adult asthma	27611488
6	31088145.0	rs3095318	rs3095318	HIST1H4F	whole blood	Joehanes et al.	trans	6.0	31120368.0	PSORS1C1, CDSN	missense_variant	2e-11	Adult asthma	27611488
6	31088145.0	rs3095318	rs3095318	HIST1H4F	whole blood	Joehanes et al.	trans	6.0	31120368.0	PSORS1C1, CDSN	missense_variant	7e-08	Adult asthma	27611488
6	31088145.0	rs3095318	rs3095318	HIST1H4L	whole blood	Joehanes et al.	trans	6.0	31120368.0	PSORS1C1, CDSN	missense_variant	2e-11	Adult asthma	27611488
6	31088145.0	rs3095318	rs3095318	HIST1H4L	whole blood	Joehanes et al.	trans	6.0	31120368.0	PSORS1C1, CDSN	missense_variant	7e-08	Adult asthma	27611488
6	32379489.0	rs9268516	rs9268516	HIST1H4K	whole blood	Joehanes et al.	trans	6.0	32411712.0	BTNL2 - HLA-DRA	upstream_gene_variant	1e-08	Asthma	23028483
6	32379489.0	rs9268516	rs9268516	HIST1H2BF	whole blood	Joehanes et al.	trans	6.0	32411712.0	BTNL2 - HLA-DRA	upstream_gene_variant	1e-08	Asthma	23028483
6	32379489.0	rs9268516	rs9268516	HIST1H2BE	whole blood	Joehanes et al.	trans	6.0	32411712.0	BTNL2 - HLA-DRA	upstream_gene_variant	1e-08	Asthma	23028483
6	32379489.0	rs9268516	rs9268516	HIST1H2BC	whole blood	Joehanes et al.	trans	6.0	32411712.0	BTNL2 - HLA-DRA	upstream_gene_variant	1e-08	Asthma	23028483
6	32379489.0	rs9268516	rs9268516	LINC00243	whole blood	Joehanes et al.	trans	6.0	32411712.0	BTNL2 - HLA-DRA	upstream_gene_variant	1e-08	Asthma	23028483
6	32379489.0	rs9268516	rs9268516	HIST1H2BI	whole blood	Joehanes et al.	trans	6.0	32411712.0	BTNL2 - HLA-DRA	upstream_gene_variant	1e-08	Asthma	23028483
6	32379489.0	rs9268516	rs9268516	HIST1H4A	whole blood	Joehanes et al.	trans	6.0	32411712.0	BTNL2 - HLA-DRA	upstream_gene_variant	1e-08	Asthma	23028483
6	32379489.0	rs9268516	rs9268516	HIST1H2BG	whole blood	Joehanes et al.	trans	6.0	32411712.0	BTNL2 - HLA-DRA	upstream_gene_variant	1e-08	Asthma	23028483
6	32379489.0	rs9268516	rs9268516	HIST1H4C	whole blood	Joehanes et al.	trans	6.0	32411712.0	BTNL2 - HLA-DRA	upstream_gene_variant	1e-08	Asthma	23028483
6	32379489.0	rs9268516	rs9268516	HIST1H4B	whole blood	Joehanes et al.	trans	6.0	32411712.0	BTNL2 - HLA-DRA	upstream_gene_variant	1e-08	Asthma	23028483
6	32379489.0	rs9268516	rs9268516	HIST4H4	whole blood	Joehanes et al.	trans	6.0	32411712.0	BTNL2 - HLA-DRA	upstream_gene_variant	1e-08	Asthma	23028483
6	32379489.0	rs9268516	rs9268516	HIST2H4A	whole blood	Joehanes et al.	trans	6.0	32411712.0	BTNL2 - HLA-DRA	upstream_gene_variant	1e-08	Asthma	23028483
6	32379489.0	rs9268516	rs9268516	HIST1H4L	whole blood	Joehanes et al.	trans	6.0	32411712.0	BTNL2 - HLA-DRA	upstream_gene_variant	1e-08	Asthma	23028483
6	32379489.0	rs9268516	rs9268516	HIST1H4J	whole blood	Joehanes et al.	trans	6.0	32411712.0	BTNL2 - HLA-DRA	upstream_gene_variant	1e-08	Asthma	23028483
6	32379489.0	rs9268516	rs9268516	HIST1H4I	whole blood	Joehanes et al.	trans	6.0	32411712.0	BTNL2 - HLA-DRA	upstream_gene_variant	1e-08	Asthma	23028483
6	32379489.0	rs9268516	rs9268516	HIST1H4H	whole blood	Joehanes et al.	trans	6.0	32411712.0	BTNL2 - HLA-DRA	upstream_gene_variant	1e-08	Asthma	23028483
6	32379489.0	rs9268516	rs9268516	HIST1H4F	whole blood	Joehanes et al.	trans	6.0	32411712.0	BTNL2 - HLA-DRA	upstream_gene_variant	1e-08	Asthma	23028483
6	32379489.0	rs9268516	rs9268516	HIST1H4E	whole blood	Joehanes et al.	trans	6.0	32411712.0	BTNL2 - HLA-DRA	upstream_gene_variant	1e-08	Asthma	23028483
6	32379489.0	rs9268516	rs9268516	HIST1H4D	whole blood	Joehanes et al.	trans	6.0	32411712.0	BTNL2 - HLA-DRA	upstream_gene_variant	1e-08	Asthma	23028483
6	32379489.0	rs9268516	rs9268516	HIST2H4B	whole blood	Joehanes et al.	trans	6.0	32411712.0	BTNL2 - HLA-DRA	upstream_gene_variant	1e-08	Asthma	23028483
6	32603487.0	rs3104367	rs3104367	BTN3A2	whole blood	Joehanes et al.	trans	6.0	32635710.0	HLA-DRB1 - LOC107986589	intron_variant	1e-40	Asthma	27182965
6	32603487.0	rs3104367	rs3104367	BTN3A1	whole blood	Joehanes et al.	trans	6.0	32635710.0	HLA-DRB1 - LOC107986589	intron_variant	1e-40	Asthma	27182965
6	32603487.0	rs3104367	rs3104367	SIX4	whole blood	Joehanes et al.	trans	6.0	32635710.0	HLA-DRB1 - LOC107986589	intron_variant	1e-40	Asthma	27182965
6	32603487.0	rs3104367	rs3104367	MNAT1	whole blood	Joehanes et al.	trans	6.0	32635710.0	HLA-DRB1 - LOC107986589	intron_variant	1e-40	Asthma	27182965
6	32603487.0	rs3104367	rs3104367	PRRC2A	whole blood	Joehanes et al.	trans	6.0	32635710.0	HLA-DRB1 - LOC107986589	intron_variant	1e-40	Asthma	27182965
6	32687973.0	rs9275698	rs9275698	BTN3A2	whole blood	Joehanes et al.	trans	6.0	32720196.0	LOC102725019 - HLA-DQA2	downstream_gene_variant	5e-12	Asthma	21804548
6	32687973.0	rs9275698	rs9275698	TRIM26	whole blood	Joehanes et al.	trans	6.0	32720196.0	LOC102725019 - HLA-DQA2	downstream_gene_variant	5e-12	Asthma	21804548
6	32687973.0	rs9275698	rs9275698	BTN3A1	whole blood	Joehanes et al.	trans	6.0	32720196.0	LOC102725019 - HLA-DQA2	downstream_gene_variant	5e-12	Asthma	21804548
6	32687973.0	rs9275698	rs9275698	TUBB	whole blood	Joehanes et al.	trans	6.0	32720196.0	LOC102725019 - HLA-DQA2	downstream_gene_variant	5e-12	Asthma	21804548
6	32961361.0	rs9500927	rs9500927	LOC100294307	whole blood	Joehanes et al.	trans	6.0	32993584.0	BRD2 - HLA-DOA	intergenic_variant	4e-09	Asthma	21804548
6	32961361.0	rs9500927	rs9500927	HIST1H4A	whole blood	Joehanes et al.	trans	6.0	32993584.0	BRD2 - HLA-DOA	intergenic_variant	4e-09	Asthma	21804548
6	32961361.0	rs9500927	rs9500927	HIST1H4B	whole blood	Joehanes et al.	trans	6.0	32993584.0	BRD2 - HLA-DOA	intergenic_variant	4e-09	Asthma	21804548
6	32961361.0	rs9500927	rs9500927	HIST1H4C	whole blood	Joehanes et al.	trans	6.0	32993584.0	BRD2 - HLA-DOA	intergenic_variant	4e-09	Asthma	21804548
6	32961361.0	rs9500927	rs9500927	HIST1H4D	whole blood	Joehanes et al.	trans	6.0	32993584.0	BRD2 - HLA-DOA	intergenic_variant	4e-09	Asthma	21804548
6	32961361.0	rs9500927	rs9500927	HIST1H4J	whole blood	Joehanes et al.	trans	6.0	32993584.0	BRD2 - HLA-DOA	intergenic_variant	4e-09	Asthma	21804548
6	32961361.0	rs9500927	rs9500927	HIST1H4H	whole blood	Joehanes et al.	trans	6.0	32993584.0	BRD2 - HLA-DOA	intergenic_variant	4e-09	Asthma	21804548
6	32961361.0	rs9500927	rs9500927	HIST1H4I	whole blood	Joehanes et al.	trans	6.0	32993584.0	BRD2 - HLA-DOA	intergenic_variant	4e-09	Asthma	21804548
6	32961361.0	rs9500927	rs9500927	HIST1H4K	whole blood	Joehanes et al.	trans	6.0	32993584.0	BRD2 - HLA-DOA	intergenic_variant	4e-09	Asthma	21804548
6	32961361.0	rs9500927	rs9500927	IER3	whole blood	Joehanes et al.	trans	6.0	32993584.0	BRD2 - HLA-DOA	intergenic_variant	4e-09	Asthma	21804548
6	32961361.0	rs9500927	rs9500927	HIST1H4F	whole blood	Joehanes et al.	trans	6.0	32993584.0	BRD2 - HLA-DOA	intergenic_variant	4e-09	Asthma	21804548
6	32961361.0	rs9500927	rs9500927	SLC44A4	whole blood	Joehanes et al.	trans	6.0	32993584.0	BRD2 - HLA-DOA	intergenic_variant	4e-09	Asthma	21804548
6	32961361.0	rs9500927	rs9500927	HIST1H4E	whole blood	Joehanes et al.	trans	6.0	32993584.0	BRD2 - HLA-DOA	intergenic_variant	4e-09	Asthma	21804548
6	32961361.0	rs9500927	rs9500927	LINC00243	whole blood	Joehanes et al.	trans	6.0	32993584.0	BRD2 - HLA-DOA	intergenic_variant	4e-09	Asthma	21804548
6	32961361.0	rs9500927	rs9500927	HIST1H4L	whole blood	Joehanes et al.	trans	6.0	32993584.0	BRD2 - HLA-DOA	intergenic_variant	4e-09	Asthma	21804548
6	32961361.0	rs9500927	rs9500927	TRIM26	whole blood	Joehanes et al.	trans	6.0	32993584.0	BRD2 - HLA-DOA	intergenic_variant	4e-09	Asthma	21804548
6	32961361.0	rs9500927	rs9500927	HIST2H4A	whole blood	Joehanes et al.	trans	6.0	32993584.0	BRD2 - HLA-DOA	intergenic_variant	4e-09	Asthma	21804548
6	32961361.0	rs9500927	rs9500927	HIST2H4B	whole blood	Joehanes et al.	trans	6.0	32993584.0	BRD2 - HLA-DOA	intergenic_variant	4e-09	Asthma	21804548
6	32961361.0	rs9500927	rs9500927	HIST4H4	whole blood	Joehanes et al.	trans	6.0	32993584.0	BRD2 - HLA-DOA	intergenic_variant	4e-09	Asthma	21804548
6	32961361.0	rs9500927	rs9500927	TUBB	whole blood	Joehanes et al.	trans	6.0	32993584.0	BRD2 - HLA-DOA	intergenic_variant	4e-09	Asthma	21804548
6	32961361.0	rs9500927	rs9500927	BTN3A2	whole blood	Joehanes et al.	trans	6.0	32993584.0	BRD2 - HLA-DOA	intergenic_variant	4e-09	Asthma	21804548
6	32961361.0	rs9500927	rs9500927	BTN3A1	whole blood	Joehanes et al.	trans	6.0	32993584.0	BRD2 - HLA-DOA	intergenic_variant	4e-09	Asthma	21804548
